"numéro de dossier","nom dossier","chambre","état de l'instruction","requérant(s)","mandataire(s) requérant(s)","défendeur(s)","mandataire(s) défendeur(s)","date évènement","mesure évènement","acteur évènement","qualité évènement","délais évènement"
"1809570","ASSOCIATION REGARDS CITOYENS / Monsieur GOUJON Philippe","5e Section - 1re Chambre","Inscrit au rôle d'une audience","ASSOCIATION REGARDS CITOYENS","","Monsieur GOUJON Philippe","CABINET ARCO-LEGAL (SELAS)","2018-10-22","Mise au rôle","","",""
"1809570","ASSOCIATION REGARDS CITOYENS / Monsieur GOUJON Philippe","5e Section - 1re Chambre","Inscrit au rôle d'une audience","ASSOCIATION REGARDS CITOYENS","","Monsieur GOUJON Philippe","CABINET ARCO-LEGAL (SELAS)","2018-10-22","Avis d'audience","","",""
"1809570","ASSOCIATION REGARDS CITOYENS / Monsieur GOUJON Philippe","5e Section - 1re Chambre","Inscrit au rôle d'une audience","ASSOCIATION REGARDS CITOYENS","","Monsieur GOUJON Philippe","CABINET ARCO-LEGAL (SELAS)","Avis d'audience","ASSOCIATION REGARDS CITOYENS","Requérant","",""
"1809570","ASSOCIATION REGARDS CITOYENS / Monsieur GOUJON Philippe","5e Section - 1re Chambre","Inscrit au rôle d'une audience","ASSOCIATION REGARDS CITOYENS","","Monsieur GOUJON Philippe","CABINET ARCO-LEGAL (SELAS)","Avis d'audience","CABINET ARCO-LEGAL (SELAS)","Avocat","",""
"1809571","ASSOCIATION REGARDS CITOYENS / Madame GOURJADE Linda","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GOURJADE Linda","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809571","ASSOCIATION REGARDS CITOYENS / Madame GOURJADE Linda","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GOURJADE Linda","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809574","ASSOCIATION REGARDS CITOYENS / Monsieur GRANDGUILLAUME Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GRANDGUILLAUME Laurent","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809574","ASSOCIATION REGARDS CITOYENS / Monsieur GRANDGUILLAUME Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GRANDGUILLAUME Laurent","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809575","ASSOCIATION REGARDS CITOYENS / Madame GREFF Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GREFF Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809575","ASSOCIATION REGARDS CITOYENS / Madame GREFF Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GREFF Claude","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809579","ASSOCIATION REGARDS CITOYENS / Monsieur GRELLIER Jean","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GRELLIER Jean","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809579","ASSOCIATION REGARDS CITOYENS / Monsieur GRELLIER Jean","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GRELLIER Jean","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809580","ASSOCIATION REGARDS CITOYENS / Madame GROSSKOST Arlette","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GROSSKOST Arlette","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809580","ASSOCIATION REGARDS CITOYENS / Madame GROSSKOST Arlette","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GROSSKOST Arlette","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809583","ASSOCIATION REGARDS CITOYENS / Monsieur GROUARD Serge","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GROUARD Serge","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809583","ASSOCIATION REGARDS CITOYENS / Monsieur GROUARD Serge","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GROUARD Serge","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809586","ASSOCIATION REGARDS CITOYENS / Monsieur GUAINO Henri","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUAINO Henri","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809586","ASSOCIATION REGARDS CITOYENS / Monsieur GUAINO Henri","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUAINO Henri","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809590","ASSOCIATION REGARDS CITOYENS / Madame GUEGOT Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUEGOT Françoise","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809590","ASSOCIATION REGARDS CITOYENS / Madame GUEGOT Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUEGOT Françoise","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809593","ASSOCIATION REGARDS CITOYENS / Madame GUEUGNEAU Edith","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUEUGNEAU Edith","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809593","ASSOCIATION REGARDS CITOYENS / Madame GUEUGNEAU Edith","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUEUGNEAU Edith","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809594","ASSOCIATION REGARDS CITOYENS / Monsieur GUIBAL Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUIBAL Jean-Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809594","ASSOCIATION REGARDS CITOYENS / Monsieur GUIBAL Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUIBAL Jean-Claude","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809597","ASSOCIATION REGARDS CITOYENS / Madame GUIGOU Elizabeth","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUIGOU Elizabeth","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809597","ASSOCIATION REGARDS CITOYENS / Madame GUIGOU Elizabeth","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUIGOU Elizabeth","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809598","ASSOCIATION REGARDS CITOYENS / Monsieur GUILLET Jean-Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUILLET Jean-Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809598","ASSOCIATION REGARDS CITOYENS / Monsieur GUILLET Jean-Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUILLET Jean-Jacques","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809600","ASSOCIATION REGARDS CITOYENS / Monsieur GUILLOTEAU Christophe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUILLOTEAU Christophe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809600","ASSOCIATION REGARDS CITOYENS / Monsieur GUILLOTEAU Christophe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur GUILLOTEAU Christophe","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809607","ASSOCIATION REGARDS CITOYENS / Madame GUITTET Chantal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUITTET Chantal","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809607","ASSOCIATION REGARDS CITOYENS / Madame GUITTET Chantal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame GUITTET Chantal","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809609","ASSOCIATION REGARDS CITOYENS / Monsieur HABIB Meyer","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HABIB Meyer","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809609","ASSOCIATION REGARDS CITOYENS / Monsieur HABIB Meyer","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HABIB Meyer","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809610","ASSOCIATION REGARDS CITOYENS / Monsieur HABIB David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HABIB David","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809610","ASSOCIATION REGARDS CITOYENS / Monsieur HABIB David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HABIB David","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809611","ASSOCIATION REGARDS CITOYENS / Monsieur HAMMADI Razzy","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HAMMADI Razzy","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809611","ASSOCIATION REGARDS CITOYENS / Monsieur HAMMADI Razzy","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HAMMADI Razzy","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809612","ASSOCIATION REGARDS CITOYENS / Monsieur HAMON Benoît","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HAMON Benoît","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809612","ASSOCIATION REGARDS CITOYENS / Monsieur HAMON Benoît","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HAMON Benoît","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809615","ASSOCIATION REGARDS CITOYENS / Monsieur HANOTIN Mathieu","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HANOTIN Mathieu","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809615","ASSOCIATION REGARDS CITOYENS / Monsieur HANOTIN Mathieu","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HANOTIN Mathieu","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809616","ASSOCIATION REGARDS CITOYENS / Monsieur HEINRICH Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HEINRICH Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809616","ASSOCIATION REGARDS CITOYENS / Monsieur HEINRICH Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HEINRICH Michel","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809617","ASSOCIATION REGARDS CITOYENS / Monsieur HERBILLON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HERBILLON Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809617","ASSOCIATION REGARDS CITOYENS / Monsieur HERBILLON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HERBILLON Michel","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809618","ASSOCIATION REGARDS CITOYENS / Monsieur HERTH Antoine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HERTH Antoine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809618","ASSOCIATION REGARDS CITOYENS / Monsieur HERTH Antoine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HERTH Antoine","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809620","ASSOCIATION REGARDS CITOYENS / Monsieur HETZEL Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HETZEL Patrick","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809620","ASSOCIATION REGARDS CITOYENS / Monsieur HETZEL Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HETZEL Patrick","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809635","ASSOCIATION REGARDS CITOYENS / Monsieur HILLMEYER Francis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HILLMEYER Francis","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809635","ASSOCIATION REGARDS CITOYENS / Monsieur HILLMEYER Francis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HILLMEYER Francis","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809636","ASSOCIATION REGARDS CITOYENS / Madame HOBERT Gilda","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame HOBERT Gilda","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809636","ASSOCIATION REGARDS CITOYENS / Madame HOBERT Gilda","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame HOBERT Gilda","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809637","ASSOCIATION REGARDS CITOYENS / Monsieur HOUILLON Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HOUILLON Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809637","ASSOCIATION REGARDS CITOYENS / Monsieur HOUILLON Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HOUILLON Philippe","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809638","ASSOCIATION REGARDS CITOYENS / Monsieur HUET Guénhael","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUET Guénhael","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809638","ASSOCIATION REGARDS CITOYENS / Monsieur HUET Guénhael","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUET Guénhael","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809643","ASSOCIATION REGARDS CITOYENS / Madame HUILLIER Joelle","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame HUILLIER Joelle","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809643","ASSOCIATION REGARDS CITOYENS / Madame HUILLIER Joelle","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame HUILLIER Joelle","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809646","ASSOCIATION REGARDS CITOYENS / Monsieur HUTIN Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUTIN Christian","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809646","ASSOCIATION REGARDS CITOYENS / Monsieur HUTIN Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUTIN Christian","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809647","ASSOCIATION REGARDS CITOYENS / Monsieur HUYGHE Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUYGHE Sébastien","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809647","ASSOCIATION REGARDS CITOYENS / Monsieur HUYGHE Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur HUYGHE Sébastien","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809657","ASSOCIATION REGARDS CITOYENS / Madame IBORRA Monique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame IBORRA Monique","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809657","ASSOCIATION REGARDS CITOYENS / Madame IBORRA Monique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame IBORRA Monique","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809658","ASSOCIATION REGARDS CITOYENS / Madame IMBERT Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame IMBERT Françoise","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809658","ASSOCIATION REGARDS CITOYENS / Madame IMBERT Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame IMBERT Françoise","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809660","ASSOCIATION REGARDS CITOYENS / Monsieur ISSINDOU Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur ISSINDOU Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809660","ASSOCIATION REGARDS CITOYENS / Monsieur ISSINDOU Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur ISSINDOU Michel","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809661","ASSOCIATION REGARDS CITOYENS / Monsieur JACOB Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JACOB Christian","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809661","ASSOCIATION REGARDS CITOYENS / Monsieur JACOB Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JACOB Christian","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809662","ASSOCIATION REGARDS CITOYENS / Monsieur JACQUAT Denis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JACQUAT Denis","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809662","ASSOCIATION REGARDS CITOYENS / Monsieur JACQUAT Denis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JACQUAT Denis","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809664","ASSOCIATION REGARDS CITOYENS / Monsieur JALTON Eric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JALTON Eric","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809664","ASSOCIATION REGARDS CITOYENS / Monsieur JALTON Eric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JALTON Eric","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809666","ASSOCIATION REGARDS CITOYENS / Monsieur JANQUIN Serge","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JANQUIN Serge","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809666","ASSOCIATION REGARDS CITOYENS / Monsieur JANQUIN Serge","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JANQUIN Serge","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809668","ASSOCIATION REGARDS CITOYENS / Monsieur JEGO Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JEGO Yves","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809668","ASSOCIATION REGARDS CITOYENS / Monsieur JEGO Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JEGO Yves","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809669","ASSOCIATION REGARDS CITOYENS / Monsieur JIBRAYEL Henri","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JIBRAYEL Henri","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809669","ASSOCIATION REGARDS CITOYENS / Monsieur JIBRAYEL Henri","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JIBRAYEL Henri","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809670","ASSOCIATION REGARDS CITOYENS / Monsieur JORON Romain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JORON Romain","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809670","ASSOCIATION REGARDS CITOYENS / Monsieur JORON Romain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur JORON Romain","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809671","ASSOCIATION REGARDS CITOYENS / Monsieur KALINOWSKI Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KALINOWSKI Laurent","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809671","ASSOCIATION REGARDS CITOYENS / Monsieur KALINOWSKI Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KALINOWSKI Laurent","","2018-06-12","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809689","ASSOCIATION REGARDS CITOYENS / Madame KARAMANLI Marietta","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KARAMANLI Marietta","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809689","ASSOCIATION REGARDS CITOYENS / Madame KARAMANLI Marietta","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KARAMANLI Marietta","","2018-06-13","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809690","ASSOCIATION REGARDS CITOYENS / Monsieur KEMEL Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KEMEL Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809690","ASSOCIATION REGARDS CITOYENS / Monsieur KEMEL Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KEMEL Philippe","","2018-06-13","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809691","ASSOCIATION REGARDS CITOYENS / Monsieur KERT Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KERT Christian","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809691","ASSOCIATION REGARDS CITOYENS / Monsieur KERT Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur KERT Christian","","2018-06-13","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809692","ASSOCIATION REGARDS CITOYENS / Madame KHIROUNI Chaynesse","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KHIROUNI Chaynesse","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809692","ASSOCIATION REGARDS CITOYENS / Madame KHIROUNI Chaynesse","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KHIROUNI Chaynesse","","2018-06-13","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809692","ASSOCIATION REGARDS CITOYENS / Madame KHIROUNI Chaynesse","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KHIROUNI Chaynesse","","2018-10-10","Réception d'un mémoire de désistement","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809695","ASSOCIATION REGARDS CITOYENS / Madame KOSCIUSKO-MORIZET Nathalie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame KOSCIUSKO-MORIZET Nathalie","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
